Id,Kategori,Judul,Tanggal dan Waktu Terbit,Penulis,Isi Berita
7184291,            Berita        ,Habib Rizieq Ucap Terima Kasih kepada Indonesia yang Peduli Palestina,"Jumat, 09 Feb 2024 00:38 WIB",Rizky Adha Mahendra  ,"Ulama Habib Rizieq Shihab (HRS) berterima kasih kepada pemerintah Indonesia atas sikapnya terhadap Palestina. Sebab, pemerintah Indonesia masih peduli dengan bangsa Palestina.""Berkali-kali saya sampaikan kepada pemerintah Indonesia. Pertama, saya berterima kasih kepada pemerintah Indonesia sampai saat ini masih peduli kepada Palestina, dan Ibu Menteri Luar Negeri kita masih bersuara lantang di Perserikatan Bangsa Bangsa,"" kata Habib Rizieq di Pademangan, Jakarta Utara, Jumat (9/1/2024).Habib Rizieq berterima kasih lantaran pemerintah masih terus bersuara untuk kemerdekaan Palestina. Dia juga berterima kasih karena pemerintah memperbolehkan warga menggalang dana untuk Palestina.""Saya juga berterima kasih kepada pemerintah Indonesia, yang selama ini mengizinkan bangsa Indonesia menggalang dana besar-besaran untuk membantu saudara kita di Palestina,"" ujarnya.Habin Rizieq kemudian berseloroh tentang ingin meminta agar kepeduliannya tidak hanya di situ. Tetapi turut mengirim tentara Indonesia untuk berjihad ke Palestina.""Tapi saya memaklumi karena pemerintah Indonesia belum bisa mengirim tentara kita untuk jihad di Palestina. Karena Indonesia luas, ada separatis teroris di beberapa daerah yang terus merongrong kesatuan persatuan Indonesia,"" ungkapnya.Dia meminta tolong agar pemerintah membuka posko pendaftaran ke Palestina. Habin Rizieq mengatakan akan yang menjadi orang pertama yang mendaftar.""Bangsa Indonesia saya yakin kalau dibuka, jutaan pemuda Indonesia ramai-ramai akan mendaftarkan diri. Kalau itu dibuka, saya yang mendaftarkan diri nomor satu untuk berangkat bersama para pemuda,"" jelasnya."
7184287,            Pemilu        ,"GIbran ke Aktivis Mahasiswa: Didemo, Protes, Caci Maki Hal yang Sangat Biasa","Jumat, 09 Feb 2024 00:38 WIB",Adrial Akbar  ,"Cawapres nomor urut 2 Gibran Rakabuming Raka menjelaskan apakah dirinya bersedia di demo jika nanti menjabat sebagai wakil presiden. Gibran pun mengatakan selama menjabat sebagai Wali Kota Solo, dirinya kerap di demo.Hal itu dikatakan Gibran menjawab pertanyaan dari salah satu peserta di acara Mandat Aktivis Mahasiswa untuk Gibran di De Majestic, Braga, Bandung, Kamis (8/2/2024). Gibran mengatakan ketika di demo, dirinya akan mengajak demonstran berdiskusi.""Wali Kota kan sering didemo juga tho, ya kalau pas saya lagi di Solo ya pasti saya ajak diskusi, saya ajak masuk kantor, ya pokoknya kita terbuka untuk diskusi, asalkan yang didiskusikan ya hal-hal yang make sense,"" kata Gibran.Di Solo sendiri, kata dia, aktivitas demo merupakan hal yang biasa. Dirinya juga bercerita isi komentar kolom media sosialnya yang banyak menerima cibiran.""Kita kalau di Solo yang namanya didemo yang namanya diprotes, yang namanya dicaci-maki kan hal yang sangat biasa ya,"" ujar dia.""Ya kalian tahu sendiri lah, isi kolom komen sosmed saya isinya seperti apa, ya? Kan enggak pernah ada yang saya polisikan, saya laporkan, enggak,"" tambahnya.Gibran mengatakan dirinya terbuka menerima masukan serta kritik. Dirinya menambahkan, nomor handphonenya pun diletakkan dalam setiap profil sosial medianya untuk menerima masukan dari masyarakat.""Tapi sekarang saya hanya melayani pelayanan untuk di Solo ya, ya nanti kalau kami diberikan kesempatan ya silakan dari hal-hal yang receh, hal-hal yang terkait enggak bisa bayar sekolah dan lain-lain. Orang Solo tau gaji saya ilangnya kemana, untuk bayar-bayar kaya gitu,"" ungkapnya.Dalam acara itu, Sejumlah anggota organisasi kemahasiswaan memberikan mandat kebangsaan kepada Gibran.Pemberian mandat ini dilakukan di De Majestic, Braga, Bandung, Jawa Barat, Kamis (8/2/2024). Mereka yang hadir adalah Ketua Umum PB HMI periode 2013-2015, Arief Rosyid, Ketua Umum PB GMNI periode 2015-2017 Chrisman, Ketua Umum PB PMII 2014-2017, Aminudin Ma'ruf, Ketua Umum PB KAMMI periode 2015-2017, Kartika Nur Rakhman, Presidium PP PMKRI peridoe 2016-2018, Ketua Umum PB GMKI Sahat MP Sinurat.Dalam kesempatan itu, Gibran berterimakasih atas mandat yang diberikan dari para ketua umum para aktivis cipayung plus.""Pertama-tama terima kasih sekali untuk para ketum, para aktivis yang sudah menyerahkan mandat kebangsaan aktivis cipayung plus kepada saya,"" ucap Gibran.Berikut lima poin mandat Cipayung Plus kepada Gibran:1. Tetap berpegang teguh dan setia kepada Pancasila dan UUD 1945 dalam menjalankan amanat para pendiri bangsa.2. Memperjuangkan agenda dan aspirasi mahasiswa serta gerakan mahasiswa Indonesia untuk mewujudkan cita-cita kemerdekaan Indonesia.3. Melanjutkan estafet kepemimpinan nasional untuk menjaga kesinambungan pembangunan nasional.4. Menjaga persatuan dan kesatuan, keberagaman bangsa serta solidaritas sesama anak bangsa untuk membangun kemandirian dan kekuatan nasional dalam memenangkan persaingan global.5. Melanjutkan perjuangan dalam membantu dan mencapai kemerdekaan bangsa Palestina yang telah dimulai sejak Presiden Soekarno hingga Presiden Joko Widodo, sebagai bentuk komitmen dalam mewujudkan perdamaian dunia."
7184279,            Pemilu        ,"Jika Jadi Presiden, Ganjar Bakal Libatkan Walhi Terkait Izin Tambang","Jumat, 09 Feb 2024 00:38 WIB",Kurniawan Fadilah  ,"Capres nomor urut 3, Ganjar Pranowo berencana mengundang Walhi untu mereview kebijakan aturan mengenai hilirisasi tambang jika terpilih sebagai Presiden di 2024. Ganjar meyakini Walhi memiliki data sebagai masukan untuk melakukan peninjauan aturan.""Undang Walhi, paling gampang undang Walhi, pasti dia sudah punya datanya. Kementerian sudah punya datanya ya, lalu kira-kira masing-masing kita desain seperti apa,"" ucap Ganjar di kantor Eksekutif Nasional Walhi, Jakarta Selatan, Kamis (8/2/2024).Ganjar juga akan mencoba melakukan mekanisme regulatory sandbox pengujian dalam menyusun aturan perizinan terhadap lingkungan alam. Dia pun menegaskan akan mencocokan kesesuaian jenis komposisi aturan setiap lingkungan yang dinilai berbeda kondisinya.""Maka cerita regulatory sandbox itu adalah mendesain, memitigasi, menguji coba sampai berhasil. Kalau tidak berhasil ya udah, kalau berhasil bisa kita generalisasi,"" papar Ganjar.""Tapi saya orang yang meyakini pola-pola asimetris dalam pengambilan kebijakan dalam otonomi daerah itu penting, maka tidak bisa Indonesia semuanya seragam,"" sambungnya.Dia mengaku banyak mendapat masukan usai melakukan diskusi bersama Walhi. Dia menyebut banyak pertambangan maupun perkebunan yang dilihat secara sesama mengenai kondisinya saat ini.""Nah, tadi ada banyak masukan sih. Kalau kita lihat tambang kita ada berapa, di mana, kondisinya seperti apa, perkebunan kita ada di mana, kondisinya seperti apa,"" pungkasnya."
7184277,            Pemilu        ,Kaesang Sebut Akan Ada Aplikasi Penilaian Kinerja Anggota Dewan dari PSI,"Jumat, 09 Feb 2024 00:38 WIB",Annisa Aulia Rahim  ,"Ketua Umum Partai Solidaritas Indonesia (PSI) Kaesang Pangarep mengatakan akan mengganti kader PSI yang menjadi anggota parlemen namun tidak menyerap aspirasi masyarakat akan diganti. Kaesang mengatakan, PSI akan membuat sebuah aplikasi untuk melihat kinerja para kader PSI di parlemen.Hal itu disampaikan Kaesang dalam diskusi bersama tokoh lintas agama dan masyarakat Pematang Siantar, Sumatera Utara, Kamis (8/2/2024). Kaesang pun membeberkan kriteria yang dinilai dari kader melalui aplikasi itu.""Saya itu akan mempunyai salah satu aplikasi yang di mana aplikasi itu punya beberapa kriteria untuk teman-teman PSI yang nanti akan menjadi anggota dewan. Salah satunya adalah kehadiran dan kedua adalah pengumpulan tugas harian, mingguan, bulanan, dan tahunan. Terus yang ketiga adalah penerimaan audiensi dari masyarakat,"" imbuhnya.Kaesang menuturkan, jika kader tersebut tidak memenuhi kriteria penilaian, maka ia akan diganti. Sehingga mereka dapat benar-benar bekerja dan menyampaikan aspirasi masyarakat di parlemen.""Kenapa diganti? Kan kita juga, sebenarnya saya dari hati juga enggak mungkin mau mengganti teman-teman, tapi balik lagi jika teman-teman ini enggak bisa menyerap aspirasi, tidak bisa bekerja untuk masyarakat, untuk apa mereka menjadi anggota dewan?,"" ungkap Kaesang.Lebih lanjut, Kaesang belum menyebutkan nama aplikasi yang sedang digarap PSI untuk memantau kinerja para kader yang menduduki kursi sebagai wakil rakyat tersebut. Namun, Kaesang menjelaskan melalui aplikasi itu kader PSI yang menjadi anggota DPR ataupun DPRD diwajibkan mengumpulkan tugas harian, mingguan, bulanan, dan tahunan."
7184275,            Pemilu        ,Bawaslu DKI Ingatkan Para Pengawas Se-RI Ciptakan Pemilu Damai & Adil,"Jumat, 09 Feb 2024 00:38 WIB",Devandra Abi Prasetyo  ,"Badan Pengawas Pemilu (Bawaslu) DKI Jakarta menggelar kegiatan pengawasan masa kampanye 2024. Koordinator Divisi Penanganan Pelanggaran Bawaslu DKI Jakarta, Benny Sabdo mengatakan hal ini sebagai upaya untuk menciptakan pemilu yang luber jurdil.Benny menegaskan kepada para Bawaslu Kabupaten/Kota di seluruh Indonesia untuk terus mengawal pesta demokrasi lima tahunan ini. Upaya-upaya buruk untuk merusak demokrasi bisa saja ditemui di lapangan, salah satunya yang menjadi perhatian Benny adalah isu money politic atau politik uang.""Silakan tindaklanjuti money politic yang terjadi di masa kampanye, ciptakan pemilu yang damai, luber, dan jurdil,"" ujar Benny, Kamis (8/2/2024).Menurut Benny, di masa-masa kampanye seperti ini, isu tentang politik uang sangat rentan. Sehingga, para 'wasit' untuk pemilu diharapkan bisa mengawal hal tersebut.Senada dengan Benny, Koordinator Divisi Humas dan Datin Bawaslu DKI Jakarta, Quin Pegagan mengimbau kepada para jajaran Bawaslu Kabupaten/Kota dan pengawas TPS di seluruh Indonesia untuk bersiap menjalankan tugas.""Untuk seluruh jajaran Bawaslu Kabupaten/Kota sampai pengawas TPS untuk menjaga kesehatan, fisik, dan mental mendekati pemungutan suara Pemilu 2024. Serta meningkatkan pemahaman terhadap regulasi dan arahan,"" pungkas Quin."
7184272,            Pemilu        ,"Bertemu Walhi, Ganjar Bicara Soal Perubahan Iklim hingga Pemanfaatan SDA","Jumat, 09 Feb 2024 00:38 WIB",Kurniawan Fadilah  ,"Capres nomor urut 3, Ganjar Pranowo memenuhi undangan Wahana Lingkungan Hidup Indonesia (Walhi). Ganjar mengungkap pertemuan dengan Walhi membahas tentang krisis iklim yang telah terjadi.""Jadi kita bicara beberapa poin itu, jadi ketika perubahan iklim besar terjadi, dunia makin tidak baik-baik saja, ya sumber daya alamnya, iklimnya, pengaruh ke banyak akses dari masyarakat yang makin hari makin memburuk. Maka rasa-rasanya ada banyak hal yang musti kita remind,"" ungkap Ganjar di kantor Eksekutif Nasional Walhi, Jakarta Selatan, Kamis (8/2/2024).Ganjar menjelaskan sejauh ini memang kasus-kasus menyangkut lingkungan yang belum bisa teratasi dengan baik. Termasuk tidak menimbulkan keadilan bagi masyarakat.Dia pun bercerita sempat mendapati persoalan lingkungan ketika melakukan kampanye di wilayah Kalimantan dan Sumatera. Dia menyebut memang diperlukan peninjauan ulang terhadap aturan yang berkenaan dengan pemanfaatan sumber daya alam bagi masyarakat.""Maka tadi saya sampaikan, satu ada kasus yang sudah terjadi. Katakan pertambangan, lalu perkebunan, yang kemudian menjadi tidak terasa adil karena masyarakat yang ada disekitarnya tidak bisa mengakses,"" kata Ganjar.""Kemarin kampanye saya di Kalimantan Barat umpama, di Sumatera Utara sama, masyarakat adatnya tidak bisa mengakses. Dayak, kemarin juga 'kok saya ditinggal'. Maka perlu ada review beberapa kebijakan dan masukan tadi diberikan kepada saya. Ya saya sampaikan ya perlu lah regulatory sandbox yang kita musti bikin dengan kondisi daerah yang beragam,"" imbuhnya."
7184385,            Berita        ,Tentang Temuan Penting di CCTV Kasus Tewasnya Anak Tamara Tyasmara,"Jumat, 09 Feb 2024 00:38 WIB",Mei Amelia Rachmat  ,"Polisi mengatakan telah menemukan temuan penting di kasus kematian Dante (6), anak dari Tamara Tyasmara. Temuan itu merupakan isi rekaman CCTV di kolam renang, tempat Dante tewas tenggelam.""Hasil pemeriksaan digital forensic dan dokter forensik sudah kita dapatkan,"" kata Kasubdit Jatanras Ditreskrimum Polda Metro Jaya AKBP Rovan Richard Mahenu, kepada wartawan, Kamis (8/2/2024).Polisi belum membeberkan hasil pemeriksaan digital forensic dan kedokteran forensik tersebut. Namun, dia meyebut hasil pemeriksaan ahli ini memberikan informasi penting dalam proses pembuktian penyidikan kasus kematian Dante.""Hasilnya apa belum bisa kami ungkap, tetapi pastinya ada temuan penting dalam rekaman CCTV ini,"" imbuhnya.Polisi akan memberikan informasi secara transparan terkait perkembangan kasus ini. Ahli akan dihadirkan untuk menjelaskan hasil pemeriksaan forensik tersebut.""Kita akan transparan dan akan hadirkan ahli digital forensic dan dokter forensik untuk mengungkapkan secara detail apa hasil temuan mereka,"" tuturnya.Penyidik Subdit Jatanras Ditreskrimum Polda Metro Jaya melakukan gelar perkara kembali hari ini. Dalam gelar perkara ini, penyidik akan menentukan siapa tersangka terkait kematian Dante.""Hari ini kami akan melakukan gelar perkara untuk menentukan tersangkanya,"" kata Rovan, Kamis (8/2)."
7184374,            Pemilu        ,"Ahok Ungkit Dukung Jokowi Meski Ada Ma'ruf, TPN Ganjar Bicara Begini","Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"Politikus PDIP Basuki Tjahaja Purnama (BTP) atau Ahok mengaku dulu rela mendukung Presiden Joko Widodo (Jokowi) meski ada Wapres Ma'ruf Amin. TPN Ganjar Pranowo-Mahfud Md menilai Ahok mengingatkan Jokowi untuk kembali ke jalur ideologi.""Yang saya pahami, garis perjuangan Pak Ahok adalah ideologi, sehingga saat Pak Jokowi menjalankan ideologi secara lurus maka Pak Ahok berjalan bersama,"" kata jubir TPN Ganjar-Mahfud, Imam Priyono, kepada wartawan, Kamis (8/2/2024).""Tapi di saat sebaliknya Pak Ahok mengingatkan dengan memberikan kritik,"" imbuh Imam.Imam mengatakan kritik Ahok terhadap Jokowi tersebut murni dari pemikiran Ahok. Imam tak mengiyakan atau menepis kritik Ahok bagian dari strategi TPN Ganjar-Mahfud.""Murni dari pemikiran beliau, namun kami dukung dan apresiasi,"" ujarnya.Ahok sebelumnya mengatakan PDIP telah menugaskan Jokowi untuk menjalankan nawacita. Karena itulah, Ahok mengaku rela mendukung Jokowi di Pilpres 2019 walaupun ada Ma'ruf Amin.""PDIP tugaskan untuk presiden kerjakan nawacita. Makanya aku rela dukung Jokowi walau ada Ma'ruf,"" kata Ahok kepada detikcom, Kamis (8/2).Ahok mengatakan nawacita dan trisakti Presiden pertama RI Sukarno yang harus diteruskan Presiden Jokowi 10 tahun adalah Ganjar Pranowo.""Kuncinya nawacita dan trisakti Bung Karno yang harus teruskan Jokowi 10 tahun adalah Ganjar,"" kata Ahok."
7184379,            Pemilu        ,Cerita Ahok Dulu Dukung Jokowi Meski Ada Ma'ruf karena Nawacita,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Kritik politikus PDIP Basuki Tjahaja Purnama (BTP) atau Ahok kepada Presiden Joko Widodo (Jokowi) di tengah proses Pilpres 2024 terus berlanjut. Ahok mengungkapkan dulu rela mendukung Jokowi meski berduet dengan Wapres Ma'ruf Amin pada Pilpres 2019.Ahok mengatakan PDIP telah menugaskan Jokowi untuk menjalankan nawacita. Karena itulah, Ahok mengaku rela mendukung Jokowi di Pilpres 2019 walaupun ada Ma'ruf Amin.""PDIP tugaskan untuk presiden kerjakan nawacita. Makanya aku rela dukung Jokowi walau ada Ma'ruf,"" kata Ahok kepada detikcom, Kamis (8/2).Ahok mengatakan nawacita dan trisakti Presiden RI ke-1 Sukarno yang harus diteruskan Presiden Jokowi 10 tahun adalah Ganjar Pranowo.""Kuncinya nawacita dan trisakti Bung Karno yang harus teruskan Jokowi 10 tahun adalah Ganjar,"" kata Ahok.Ahok pun angkat bicara soal viral video dirinya yang bertanya soal kerja Presiden Jokowi dan Wali Kota Solo Gibran Rakabuming Raka viral. Ahok menyinggung lagi soal nawacita.""Ini soal Nawacita,"" kata Ahok.Halaman                1                            2                        Selanjutnya ahok basuki tjahaja purnama btp jokowi presiden jokowi ma'ruf amin wapres ma'ruf amin pilpres 2019 pilpres 2024 pdip pdi perjuangan tkn prabowo-gibran prabowo-gibran politik detikpemilu round-up Ulasan Debat Pilpres 2024Temukan analisa debat capres-cawapres pilihanmu hanya di detikpemilu!Lihat"
7184335,            Pemilu        ,Nusron Balas Cak Imin soal 'Kuliah Hukum Disuruh Pilih Pelanggar Hukum',"Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menyentil konten viral di media sosial soal rugi kuliah hukum tapi memilih pelanggar hukum. TKN Prabowo Subianto-Gibran Rakabuming Raka membalas sindiran Cak Imin.""Jawab saja: Capek-capek kuliah-kuliah disuruh pilih kardus durian. Rugi dong,"" kata Sekretaris TKN Prabowo-Gibran, Nusron Wahid, kepada wartawan, Kamis (8/2/2024).Tak ada pesan lebih jauh Nusron Wahid kepada Cak Imin soal sindiran hukum tersebut. ""Ya pesan itu saja,"" imbuh Nusron.Cak Imin sebelumnya melakukan safari poltik di Bandung, Jawa Barat. Cak Imin menyentil konten viral di media sosial soal rugi kuliah hukum tapi memilih pelanggar hukum.Hal itu disampaikan Cak Imin dalam orasi politiknya di GOR C-Tra Arena, Kota Bandung, Jawa Barat, Kamis (8/2). Mulanya, Cak Imin mengatakan ada konten baru di sosial media.""Tapi sekarang di sosmed ada muncul baru,"" kata Cak Imin dalam orasi politiknya.Cak Imin menyebutkan konten viral tersebut. Dia mengatakan konten itu berbunyi capek-capek kuliah hukum tapi disuruh pelanggar hukum.""Capek-capek kuliah hukum, pernah lihat nggak? Capek-capek kuliah hukum kok disuruh milih pelanggar hukum, rugi dong,"" ujarnya."
7184326,            Pemilu        ,Bantahan AMIN soal Settingan Nelayan Caleg PKS Curhat ke Anies Baswedan,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Viral di media sosial seorang nelayan bernama Sappe curhat ke capres nomor urut 1 Anies Baswedan saat tengah berkampanye di Kota Parepare, Sulawesi Selatan (Sulsel). Belakangan terungkap bahwa Sappe merupakan caleg DPRD Kota Parepare dari Partai Keadilan Sejahtera (PKS) yang merupakan salah satu partai pengusung Anies di Pilpres 2024.Momen itu terjadi saat Anies kampanye di Lapangan Lumpue, Bacukiki Barat, Kota Parepare, Selasa (6/2). Ada seorang lelaki berpakaian petani menyuarakan keluhan sambil menangis di atas panggung, ia menyebut nelayan di sana sulit mendapatkan bahan pangan.""Saya atas nama Sappe mewakili seluruh lapisan masyarakat khususnya Sulawesi Selatan, masyarakat nelayan yang selama ini, di mana kami susah mendapatkan bahan pangan Pak, di mana kami sulit mendapatkan Pak,"" ujar Sappe memegang tangan Anies sambil terisak.""Begitu juga dengan saudara-saudara kami para petani sudah sulit, mahal lagi Pak. Kami tidak butuh makan gratis, kami tidak butuh susu gratis Pak, yang kami butuhkan kesetaraan Pak,"" katanya dalam video yang beredar.Dalam video viral itu ditunjukkan bahwa Sappe adalah caleg dari PKS, netizen menarasikan bahwa curhat Sappe ke Anies adalah gimmick. Diketahui, PKS merupakan salah satu partai pendukung Anies Baswedan.Respons Timnas AMINTerkait viralnya video yang dinarasikan gimmick itu, Jubir Timnas AMIN Indra Charismiadji mengaku tidak mempermasalahkan hal itu. Menurutnya, selama sosok yang bersangkutan mampu menyuarakan aspirasi rakyat maka tidak masalah.""Pada dasarnya relawan kami macam-macam latar belakangnya. Yang nelayan, petani, ojol, pedagang pasar, caleg, dan lain-lain,"" kata Indra kepada wartawan, Kamis (8/2/2024).Indra menyebut apakah bermasalah jika sosok yang curhat ke Anies merupakan seorang calon legislatif (Caleg). Indra menyebut acara kampanye Anies Baswedan diperuntukkan bagi siapapun.""Saya ketemu ojol dan pengangguran yang jadi Caleg juga he-he-he. Misalnya saya menyuarakan keluhan guru-guru, kan nggak salah walau saya Caleg NasDem,"" ucap Indra.""Fokus ke substansinya saja kalau gitu. Nggak semua nelayan dan petani berani ngomong di panggung juga,"" sambungnya.Simak selengkapnya di halaman selanjutnya.Halaman                1                            2                        Selanjutnya anies baswedan pilpres 2024 anies-cak imin caleg pks pemilu 2024 politik nelayan pks round up Ulasan Debat Pilpres 2024Temukan analisa debat capres-cawapres pilihanmu hanya di detikpemilu!Lihat"
7183197,            Pemilu        ,"Anies: Kalahkan Coldplay, Situs Tiket Kampanye di JIS Diakses 3,5 Juta Kali","Jumat, 09 Feb 2024 00:38 WIB",Wilda Hayatun Nufus  ,"Capres nomor urut 1 Anies Baswedan mengaku terkejut setelah mendengar situs tiket kampanye akbar dirinya dan pasangannya, Muhaimin Iskandar (Cak Imin) yang akan diselenggarakan di Jakarta International Stadium (JIS) pada 10 Februari 2024 mendatang diakses lebih dari 3,5 juta kali. Dia menyebut hal itu mengalahkan tiket konser Coldplay.""Saya terkejut sekali ketika mendengar kabar bahwa situs tiketnya itu diakses sampai lebih dari 3,5 juta kali dalam waktu beberapa puluh menit saja, ini mengalahkan pemesanan tiket Coldplay,"" kata Anies dalam keterangan video yang diunggah di akun Instagram resminya, Kamis (8/2/2024).Anies mengatakan hal itu pertanda animo masyarakat tinggi terhadap acara gerakan perubahan. Dia meminta masyarakat yang tidak mendapatkan tiket untuk tetap hadir di JIS.""Luar biasa, ini pertanda animo yang luar biasa besar dan inilah sebenarnya semangat acara kita di hari Sabtu ini. Acara gerakan perubahan, semua ingin hadir semua ingin menjadi bagian dari gerakan perubahan,"" ujarnya.""Lalu saya mendapat banyak pertanyaan dair itu. Ibu bapak sekalian yang sudah bergerak ke Jakarta, lalu kesulitan mendapatkan tiket, pertanyaannya, apakah tetap datang? Bagaimana jika tidak punya tiket? Jawabnya sederhana, tetap datang, tetap dukung gerakan Perubahan, tetap hadir di JIS, tetap penuhi di JIS di dalam di luar di seluruh wilayah JIS, "" tambahnya.Anies mengatakan tiket itu hanya sekadar untuk mengukur animo masyarakat. Tiket itu, kata Anies, untuk memberikan kesempatan untuk mencari tempat duduk lebih awal.""Tiket yang sudah dilepas tadi itu lewat situs itu sekedar untuk manajemen massa, mengukur animo, memberikan kesempatan untuk mencari tempat duduk lebih awal,"" katanya.Sementara, kata Anies, siapa pun yang belum mempunyai tiket untuk tetap datang ke JIS. Dia menyebut masih banyak kursi kosong yang boleh ditempati.""Tapi bukan penanda boleh tidaknya ikut acara, jadi tanpa tiket pun bisa ikut dan yang punya tiket bila sampai 06.30 WIB tidak menggunakan tiketnya, maka kursinya kosong dan kurus kosong boleh ditempati oleh siapa saja,"" ujarnya.""Jadi kalau punya tiket tapi tidak datang awal maka kurus akan ditempati yang lain,"" imbuhnya."
7176552,            Pemilu        ,Co-Captain Timnas AMIN: Kufur Kalau Tak Pilih Anies-Muhaimin,"Jumat, 09 Feb 2024 00:38 WIB",Dwi Rahmawati  ,"Co-Captain Timnas Anies Baswedan dan Muhaimin Iskandar (AMIN), Beni Pramula, mengatakan kufur atau tidak pandai bersyukur jika seseorang tak memilih pasangan nomor urut 1. Beni menyebut Anies-Cak Imin merupakan paket yang lengkap untuk memimpin Indonesia.Hal tersebut disampaikan Beni dalam 'Konsolidasi Nasional Pusat Komando Saksi, Pengamanan, dan Pengawalan Suara AMIN'. Dia menyebut Anies adalah seorang intelektual, sementara Cak Imin adalah santri yang menyuarakan suara rakyat melalui politik.""Yang satu adalah seorang dosen intelektual dan juga aktivis. Yang satu seorang santri dan juga politikus yang mumpuni rekam jejaknya di republik ini, taat ibadahnya. Insyaallah kedua tokoh nasionalis religius ini figur terbaik yang diberikan dianugerahi oleh Allah bagi rakyat Indonesia,"" kata Beni di Nam Centre, Jakarta Pusat, Minggu (4/2/2024).Dia menyebut kufur jika tak memilih AMIN. Menurutnya, memilih pemimpin bagian dari berjuang di jalan kebaikan.""Maka bagi kita kufur kalau seandainya tidak pilih Anies Baswedan-Muhaimin Iskandar. Memilih, menjaga dan memenangkan keduanya ini adalah bagian dari jihad fi sabilillah, kenapa saya katakan jihad karena ini adalah bagian proses dari kita menjaga demokrasi, merawat demokrasi,"" ujar Beni.""Dan pemilihan, pergantian kepemimpinan di negeri kita adalah bagian daripada berjuang di jalan Allah untuk memperbaiki kondisi bangsa dan negara yang dicintai ini,"" sambungnya.Dia mengatakan bangsa Indonesia harus mengganti kepemimpinan yang zalim. Dia meminta pendukung untuk turun ke lapangan memenangkan AMIN.""Kalau sudah bagian untuk berjuang memperbaiki kondisi bangsa, mengganti kepemimpinan yang zalim dengan kepemimpinan yang adil maka itu adalah bagian jihad fi sabilillah,"" ujar Beni.""Apa yang kita berikan, apa yang kita lakukan untuk mengonsolidasikan kemenangan, cetak APK sendiri, buat rompi sendiri, saksi AMIN nanti barangkali tidak dibayarkan tapi kemudian berkorban insyaallah akan digantikan pahala kita dengan berlipat ganda. Allah akan menggantikan pahala kita,"" pungkasnya."
